"ParticipantID","Question.Name","Question.Type","Question.Order","Question.Number","q.solv.time","grade","pp.mean","pp.log.mean","HR.E4.mean","HR.E4.validated.mean","HR.AW.mean","pp_normalized","pp_log_normalized","hr.e4_normalized","hr.e4_validated_normalized","hr.aw_normalized","Gender","SAI.Score"
"S004","B2M103.1","V",1,"1",267,1,0.00444703916212052,-5.41746674544026,69.5832209737828,69.5938461538462,66.4807692307692,-0.000245432039490035,-0.0526054485258891,3.14421435126621,3.33056746532156,5.51764720329096,"F",47
"S004","B3M107.1","W",2,"26",81,1,0.00574604555383024,-5.15939186569608,64.8150617283951,64.815,63.375,0.00105357435221968,0.205469431218289,-1.62394489412149,-1.4482786885246,0.749487957903256,"F",47
"S004","B4M109.1","V",2,"2",367,1,0.00549020193915976,-5.21129112645305,67.6067302452316,67.6436486486487,67.2567567567568,0.000797730737549205,0.153570170461328,1.16772362271504,1.38036996012406,3.54115647473979,"F",47
"S004","B5M101.1","V",3,"3",72,0,0.00629134285137089,-5.06983468536172,71.2947222222222,70.95,65,0.00159887164976033,0.295026611552651,4.85571559970566,4.68672131147541,7.22914845173041,"F",47
"S004","B6M108.1","V",4,"4",592,1,0.0058988006980751,-5.14046305500828,66.1465202702703,66.1310084033613,67.6974789915966,0.00120632949646454,0.224398241906089,-0.292486352246286,-0.132270285163244,2.08094649977846,"F",47
"S004","B7M114.2","W",3,"27",80,1,0.00616514977685098,-5.08899643825155,66.928375,66.888125,67.8125,0.00147267857524042,0.275864858662828,0.489368377483444,0.624846311475409,2.86280122950819,"F",47
"S004","B8M110.1","W",4,"28",35,0,0.00648795050130613,-5.03781930550092,69.2837142857143,69.2914285714286,69.5714285714286,0.00179547929969557,0.327041991413449,2.84470766319772,3.02814988290397,5.21814051522247,"F",47
"S004","B9M115.2","W",5,"29",11,0,0.00591391329640274,-5.13044793019937,65.0118181818182,65.025,66,0.00122144209479218,0.234413366715005,-1.42718844069837,-1.23827868852459,0.946244411326376,"F",47
"S004","C11M113.1","V",11,"11",540,0,0.0067448352357885,-5.00361154457488,63.9505555555556,63.9279816513762,63.5137614678899,0.00205236403417794,0.361249752339496,-2.48845106696101,-2.33529703714844,-0.115018214936256,"F",47
"S004","C12M116.1","V",12,"12",105,0,0.00663927204279803,-5.01492101071999,68.7085714285714,68.7023809523809,63.7142857142857,0.00194680084118747,0.349940286194386,2.26956480605487,2.43910226385636,4.64299765807962,"F",47
"S004","C1M104.2","W",7,"31",45,1,0.00608697743950043,-5.10184722053641,73.9028888888889,73.8877777777778,71,0.00139450623788987,0.263014076377964,7.46388226637232,7.62449908925318,9.83731511839707,"F",47
"S004","C2M103.2","V",7,"7",105,1,0.00481645611173248,-5.33594143868921,64.7737142857143,64.7538095238095,67.7619047619048,0.000123984910121927,0.0289198582251684,-1.66529233680227,-1.50946916471507,0.708140515222482,"F",47
"S004","C3M105.1","W",8,"32",6,0,0.00636710434644495,-5.05661257066707,72.47,72.37,73,0.00167463314483439,0.308248726247305,6.03099337748344,6.10672131147541,8.40442622950819,"F",47
"S004","C4M101.2","V",8,"8",139,1,0.00527449722028235,-5.24580481091099,62.7194244604317,62.6418518518519,66.2222222222222,0.000582026018671791,0.119056486003383,-3.7195821620849,-3.62142683667274,-1.34614931006016,"F",47
"S004","C5M109.2","W",9,"33",53,1,0.00658666985617198,-5.02276618658185,63.0783018867925,62.9581818181818,67,0.00189419865456142,0.34209511033252,-3.36070473572411,-3.30509687034277,-0.987271883699357,"F",47
"S004","C6M114.1","W",10,"34",5,0,0.00643827113064847,-5.0454953880374,61.416,61.42,70,0.00174579992903791,0.319365908876974,-5.02300662251656,-4.84327868852459,-2.64957377049181,"F",47
"S004","C8M117.1","V",9,"9",367,0,0.00553203714389557,-5.19759616224777,66.3394550408719,66.3451351351351,67.8378378378378,0.000839565942285016,0.167265134666601,-0.0995515816446186,0.0818564466105443,2.27388127038013,"F",47
"S004","C9M102.2","V",10,"10",14,1,0.00614533468492709,-5.09206567400058,61.115,NA,NA,0.00145286348331653,0.272795622913796,-5.32400662251656,NA,-2.95057377049181,"F",47
"S005","A10M117.2","A",10,"10",63,0,0.00743129343009606,-4.90228816172888,74.2163492063492,75.265,69.25,1.82270286908787e-06,0.00526975666987273,-18.7517238833518,-17.5963333333333,3.53301587301587,"M",35
"S005","A11M116.2","A",11,"11",132,0,0.00711963113456194,-4.94600623100571,107.044318181818,NA,NA,-0.000309839592665023,-0.038448312606957,14.0762450921172,NA,36.3609848484848,"M",35
"S005","A12M116.3","A",12,"12",65,0,0.00732538794126139,-4.91671171250694,91.6912307692308,NA,NA,-0.000104082785965576,-0.00915379410818762,-1.27684232047022,NA,21.0078974358974,"M",35
"S005","A2M106.4","A",2,"2",54,0,0.00803539867085664,-4.82515612819146,91.6983333333333,77.444,70.6,0.000605927943629669,0.0824017902072924,-1.26973975636766,-15.4173333333333,21.015,"M",35
"S005","A3M104.4","A",3,"3",58,0,0.00843849615110718,-4.77507675171053,71.4113793103448,71.3818181818182,72.1818181818182,0.00100902542388021,0.132481166688221,-21.5566937793562,-21.4795151515151,0.72804597701149,"M",35
"S005","A4M105.4","A",4,"4",85,0,0.00921142888287989,-4.68801356904104,67.5015294117647,67.6788888888889,69,0.00178195815565292,0.219544349357706,-25.4665436779363,-25.1824444444444,-3.18180392156863,"M",35
"S005","A5M108.4","A",5,"5",73,0,0.00962232875635301,-4.64423000313969,71.6086301369863,71.8257142857143,71.2857142857143,0.00219285802912604,0.263327915259058,-21.3594429527147,-21.0356190476191,0.925296803652969,"M",35
"S005","A6M107.3","A",6,"6",48,0,0.00927292343514163,-4.68088797224419,83.75125,84.1455555555556,71,0.00184345270791466,0.226669946154563,-9.21682308970099,-8.71577777777777,13.0679166666667,"M",35
"S005","A7M111.4","A",7,"7",59,0,0.00862364928875667,-4.75409225463241,69.1464406779661,69.6166666666667,71.0833333333333,0.0011941785615297,0.153465663766339,-23.8216324117349,-23.2446666666667,-1.53689265536724,"M",35
"S005","A8M112.3","A",8,"8",77,0,0.00816182414165252,-4.80854141726433,85.4132467532468,80.12,70.6363636363636,0.00073235341442555,0.0990165011344235,-7.55482633645424,-12.7413333333333,14.7299134199134,"M",35
"S005","A9M113.3","A",9,"9",88,0,0.00759286291975955,-4.88068216519744,91.5305681818182,98.245,75,0.000163392192532584,0.0268757532013142,-1.43750490788281,5.38366666666667,20.8472348484848,"M",35
"S005","B10M102.1","V",5,"29",266,0,0.00829532713769927,-4.79526506041958,97.4418421052632,87.7583333333333,71.875,0.000865856410472303,0.112292857979169,4.47376901556217,-5.10300000000001,26.7585087719298,"M",35
"S005","B11M111.1","W",6,"18",110,0,0.00853453562459536,-4.76557338072402,90.7367272727273,NA,NA,0.00110506489736839,0.14198453767473,-2.23134581697371,NA,20.0533939393939,"M",35
"S005","B12M112.1","V",6,"30",190,0,0.00765699236588434,-4.87278315458307,98.3937894736842,85.5592857142857,71.4285714285714,0.000227521638657376,0.0347747638156832,5.42571638398321,-7.30204761904763,27.7104561403509,"M",35
"S005","B1M106.1","W",1,"13",51,0,0.00778090272772061,-4.85621825776689,85.2137254901961,87.42,67,0.000351432000493644,0.0513396606318564,-7.75434759950491,-5.44133333333333,14.5303921568627,"M",35
"S005","B2M103.1","V",1,"25",233,0,0.00919816438236102,-4.69253567867563,78.6990128755365,74.8353658536585,75.5365853658537,0.00176869365513406,0.215022239723124,-14.2690602141645,-18.0259674796748,8.01567954220315,"M",35
"S005","B3M107.1","W",2,"14",40,0,0.00817579922063875,-4.80678721814205,89.322,NA,NA,0.000746328493411787,0.100770700256701,-3.64607308970099,NA,18.6386666666667,"M",35
"S005","B4M109.1","V",2,"26",133,0,0.00877508405466962,-4.73611227032225,76.4005263157895,76.6203846153846,75.7307692307692,0.00134561332744265,0.171445648076502,-16.5675467739115,-16.2409487179487,5.71719298245614,"M",35
"S005","B5M101.1","V",3,"27",148,1,0.0082302225089766,-4.80057697120186,83.2775,76.4165,70.55,0.000800751781749637,0.10698094719689,-9.69057308970099,-16.4448333333333,12.5941666666667,"M",35
"S005","B6M108.1","V",4,"28",152,0,0.00821103436060048,-4.80648386783836,84.2134868421053,75.1455,69.4,0.000781563633373513,0.101074050560387,-8.75458624759573,-17.7158333333333,13.5301535087719,"M",35
"S005","B7M114.2","W",3,"15",83,0,0.00924847387066553,-4.6844211056426,111.100843373494,NA,NA,0.00181900314343856,0.223136812756149,18.132770283793,NA,40.4175100401606,"M",35
"S005","B8M110.1","W",4,"16",111,0,0.00988734382300946,-4.61668243904731,96.5133333333333,NA,NA,0.00245787309578249,0.290875479351437,3.54526024363234,NA,25.83,"M",35
"S005","B9M115.2","W",5,"17",83,0,0.0089577561990628,-4.71594347644433,95.4381927710843,NA,NA,0.00152828547183583,0.19161444195442,2.47011968138334,NA,24.754859437751,"M",35
"S005","C10M115.1","W",12,"24",330,0,0.00888335003966487,-4.72827403651478,105.788916408669,89.1895454545455,73.3913043478261,0.00145387931243791,0.179283881883967,12.8208433189677,-3.67178787878788,35.1055830753354,"M",35
"S005","C11M113.1","V",11,"35",218,0,0.00708590899295312,-4.95054464470719,111.341990521327,NA,NA,-0.000343561734273846,-0.0429867263084418,18.373917431626,NA,40.6586571879937,"M",35
"S005","C12M116.1","V",12,"36",151,0,0.00734339163067513,-4.91521052617906,88.2653642384106,83.65,66,-8.60790965518327e-05,-0.00765260778030985,-4.7027088512904,-9.21133333333333,17.5820309050773,"M",35
"S005","C1M104.2","W",7,"19",46,0,0.00827820687889713,-4.7942438862774,81.0269565217391,NA,NA,0.000848736151670166,0.113314032121348,-11.9411165679619,NA,10.3436231884058,"M",35
"S005","C2M103.2","V",7,"31",90,0,0.00770538772893563,-4.86635604040477,89.0661111111111,86.8815384615385,72.8461538461538,0.000275917001708665,0.0412018779939824,-3.90196197858988,-5.97979487179487,18.3827777777778,"M",35
"S005","C3M105.1","W",8,"20",70,0,0.0079566421282188,-4.83393733618712,83.6888571428571,82.58,77,0.000527171400991834,0.07362058221163,-9.27921594684385,-10.2813333333333,13.0055238095238,"M",35
"S005","C4M101.2","V",8,"32",141,0,0.00818023658272092,-4.80621606507126,85.0893617021277,83.0204347826087,71.1304347826087,0.000750765855493948,0.101341853327494,-7.87871138757333,-9.84089855072465,14.4060283687943,"M",35
"S005","C5M109.2","W",9,"21",76,0,0.00761119360103234,-4.87822284075588,89.5681578947368,86.9033333333333,80.3333333333333,0.000181722873805375,0.029335077642866,-3.39991519496415,-5.958,18.8848245614035,"M",35
"S005","C6M114.1","A",1,"1",333,1,0.00713168820872886,-4.95191581506036,105.292852760736,88.7872727272727,72.2916666666667,-0.000297782518498112,-0.0443578966616105,12.3247796710352,-4.07406060606061,34.6095194274029,"M",35
"S005","C6M114.1","W",10,"22",39,0,0.00746338780192114,-4.8979919276237,93.3571794871795,89.75,76,3.39170746941741e-05,0.00956599077505071,0.3891063974785,-3.11133333333333,22.6738461538462,"M",35
"S005","C7M107.2","W",11,"23",39,0,0.0078876054183614,-4.84250192358423,101.597948717949,101.4175,83.5,0.000458134691134429,0.065055994814518,8.62987562824773,8.55616666666667,30.9146153846154,"M",35
"S005","C8M117.1","V",9,"33",146,0,0.00753754485545675,-4.88898008884813,94.2548630136986,90.15,71.75,0.000108074128229784,0.0185778295506234,1.28678992399763,-2.71133333333333,23.5715296803653,"M",35
"S005","C9M102.2","V",10,"34",106,1,0.00704896687045328,-4.95526974681772,103.069150943396,NA,NA,-0.000380503856773687,-0.0477118284189721,10.1010778536952,NA,32.3858176100629,"M",35
"S006","A10M117.2","A",10,"34",111,1,0.0070060589953434,-4.96130841116599,72.3266666666667,72.24,71,-0.00320120372237552,-0.363907076906624,0.972613510520489,0.888499999999993,0.843333333333334,"M",49
"S006","A11M116.2","A",11,"35",149,1,0.00654738184909733,-5.02873808625252,70.0211409395973,69.9831034482759,71.1034482758621,-0.00365988086862158,-0.431336751993146,-1.33291221654886,-1.36839655172415,-1.46219239373602,"M",49
"S006","A12M116.3","A",12,"36",67,1,0.00639063664195238,-5.05327237562567,68.2961194029851,68.4485714285714,69.7857142857143,-0.00381662607576654,-0.455871041366303,-3.05793375316111,-2.90292857142857,-3.18721393034826,"M",49
"S006","A1M101.3","A",1,"25",71,1,0.0067493977833853,-4.99833044717818,70.1730985915493,70.2386666666667,71.4,-0.00345786493433362,-0.400929112918811,-1.18095456459689,-1.11283333333334,-1.31023474178404,"M",49
"S006","A2M106.4","A",2,"26",57,1,0.00678512175759142,-4.99303955643554,71.2614035087719,71.3572727272727,69.9090909090909,-0.0034221409601275,-0.395638222176173,-0.0926496473742446,0.00577272727272771,-0.2219298245614,"M",49
"S006","A3M104.4","A",3,"27",80,1,0.00700530105318051,-4.96115576497896,70.391875,70.360625,71.1875,-0.00320196166453841,-0.363754430719586,-0.96217815614618,-0.990875000000003,-1.09145833333334,"M",49
"S006","A4M105.4","A",4,"28",102,1,0.00761434531576891,-4.87806601061585,67.4526470588235,67.378,73.05,-0.00259291740195,-0.28066467635648,-3.90140609732265,-3.9735,-4.0306862745098,"M",49
"S006","A5M108.4","A",5,"29",95,1,0.00799134064302547,-4.82955035782191,68.1527368421053,68.2142105263158,74.7894736842105,-0.00221592207469345,-0.232149023562545,-3.20131631404091,-3.13728947368421,-3.33059649122806,"M",49
"S006","A6M107.3","A",6,"30",64,1,0.00772681640073696,-4.86307442987103,67.78390625,67.7646153846154,70,-0.00248044631698196,-0.265673095611664,-3.57014690614618,-3.58688461538462,-3.69942708333333,"M",49
"S006","A7M111.4","A",7,"31",133,1,0.00814155992810373,-4.81171152045113,69.7993233082707,69.8214814814815,70.9259259259259,-0.00206570278961518,-0.214310186191764,-1.55472984787551,-1.53001851851852,-1.68401002506266,"M",49
"S006","A8M112.3","A",8,"32",121,1,0.00822495858842795,-4.80190168568933,70.2239669421488,70.2504166666667,70.625,-0.00198230412929097,-0.204500351429965,-1.13008621399742,-1.10108333333334,-1.25936639118457,"M",49
"S006","A9M113.3","A",9,"33",113,1,0.00729971523656936,-4.92004866165694,69.2206194690265,69.2054545454545,69.3181818181818,-0.00290754748114956,-0.322647327397575,-2.13343368711963,-2.14604545454546,-2.26271386430679,"M",49
"S006","B10M102.1","V",5,"17",275,1,0.0119560716744603,-4.42690091582783,69.8938545454545,68.37,70.1860465116279,0.00174880895674136,0.170500418431543,-1.46019861069163,-2.9815,-1.58947878787879,"M",49
"S006","B11M111.1","W",6,"6",62,0,0.0105461366735455,-4.55217316729137,71.3408064516129,71.3025,72.9166666666667,0.000338873955826567,0.0452281669680037,-0.0132467045332731,-0.0490000000000066,-0.142526881720428,"M",49
"S006","B12M112.1","V",6,"18",147,0,0.0127757346752037,-4.36106295412659,70.7657823129252,76.72,89,0.00256847195748477,0.236338380132781,-0.588270843221011,5.3685,-0.717551020408166,"M",49
"S006","B1M106.1","W",1,"1",190,1,0.0127444444134996,-4.36377679784208,69.880947368421,69.8602631578947,70.9736842105263,0.00253718169578067,0.233624536417288,-1.47310578772513,-1.49123684210527,-1.60238596491229,"M",49
"S006","B2M103.1","V",1,"13",145,1,0.0104503405028784,-4.56183509310248,68.9542068965517,69.0468965517241,70.8275862068966,0.000243077785159524,0.0355662411568893,-2.39984625959445,-2.30460344827587,-2.52912643678161,"M",49
"S006","B3M107.1","W",2,"2",186,1,0.0123402782031943,-4.39565229692546,71.295752688172,71.2905405405405,73.5405405405405,0.00213301548547535,0.201749037333907,-0.058300467974135,-0.060959459459454,-0.18758064516129,"M",49
"S006","B4M109.1","V",2,"14",264,1,0.0102499394839756,-4.58111027230358,69.4135227272727,69.3953703703704,69.8703703703704,4.26767662566364e-05,0.0162910619557923,-1.94053042887346,-1.95612962962963,-2.06981060606061,"M",49
"S006","B5M101.1","V",3,"15",238,1,0.0109409741212618,-4.51696432703641,69.6180672268908,69.6785106382979,71.6170212765958,0.00073371140354293,0.0804370072229563,-1.73598592925542,-1.67298936170214,-1.86526610644258,"M",49
"S006","B6M108.1","V",4,"16",139,1,0.0110559334770385,-4.5053024289093,67.2115827338129,67.182962962963,70.4444444444444,0.00084867075931958,0.0920989053500723,-4.14247042233323,-4.16853703703704,-4.27175059952039,"M",49
"S006","B7M114.2","W",3,"3",198,0,0.0119535298741802,-4.43015359960077,70.9867676767677,70.9805,71.525,0.00174626715646128,0.167247734658596,-0.367285479378509,-0.370999999999995,-0.496565656565664,"M",49
"S006","B8M110.1","W",4,"4",165,1,0.0107195048340902,-4.53638432646823,70.0533333333333,70.0421212121212,70.4848484848485,0.000512242116371242,0.0610170077911381,-1.30071982281285,-1.30937878787879,-1.43000000000001,"M",49
"S006","B9M115.2","W",5,"5",276,0,0.01111514728568,-4.5029200099766,71.3586231884058,71.3196363636364,72.9454545454546,0.000907884567961056,0.0944813242827642,0.00457003225962183,-0.0318636363636386,-0.124710144927533,"M",49
"S006","C10M115.1","W",12,"12",200,1,0.0115330346451319,-4.46327640390228,70.4205,70.3617948717949,71.025641025641,0.00132577192741298,0.13412493035709,-0.933553156146175,-0.989705128205131,-1.06283333333333,"M",49
"S006","C11M113.1","V",11,"23",175,0,0.00963051681669657,-4.65017301187954,71.3384571428571,71.376,73.2,-0.000576745901022351,-0.0527716776201679,-0.0155960132890414,0.0245000000000033,-0.144876190476197,"M",49
"S006","C12M116.1","V",12,"36",289,0,0.00783186943700156,-4.85063449608772,71.3821799307958,71.3663333333333,73.1,-0.00237539328071736,-0.253233161828351,0.0281267746496638,0.0148333333333284,-0.101153402537491,"M",49
"S006","C1M104.2","W",7,"7",173,1,0.0094717649971197,-4.65945244885243,68.0627167630058,68.0338235294118,69.7058823529412,-0.000735497720599216,-0.0620511145930651,-3.2913363931404,-3.31767647058824,-3.42061657032755,"M",49
"S006","C2M103.2","V",7,"19",170,1,0.00740600609747805,-4.90713587186092,70.847,70.7826470588235,72.1176470588235,-0.00280125662024087,-0.309734537601548,-0.507053156146185,-0.568852941176473,-0.63633333333334,"M",49
"S006","C3M105.1","W",8,"8",97,1,0.00960708026388971,-4.64559388531596,69.8520618556701,69.9345,71.25,-0.000600182453829205,-0.0481925510565944,-1.50199130047608,-1.417,-1.63127147766323,"M",49
"S006","C4M101.2","V",8,"20",89,0,0.0065879695122046,-5.02264036922892,72.0773033707865,72.0727777777778,69.6111111111111,-0.00361929320551431,-0.425239034969549,0.723250214640345,0.721277777777772,0.59397003745319,"M",49
"S006","C5M109.2","W",9,"9",97,1,0.0107029107399556,-4.53753680776602,71.7398969072165,71.472,70.9,0.000495648022236677,0.0598645264933531,0.385843751070311,0.120499999999993,0.256563573883156,"M",49
"S006","C6M114.1","W",10,"10",96,1,0.0113569397784135,-4.47795475156157,67.5064583333333,67.5138888888889,70.2777777777778,0.00114967706069462,0.119446582697798,-3.84759482281285,-3.83761111111112,-3.97687500000001,"M",49
"S006","C7M107.2","W",11,"11",126,0,0.011848219452272,-4.43572455832422,71.6364285714286,71.6407692307692,73.0769230769231,0.00164095673455311,0.161676775935146,0.282375415282388,0.289269230769236,0.153095238095233,"M",49
"S006","C8M117.1","V",9,"21",56,0,0.00585896864206794,-5.13981187355918,71.8817857142857,72.054,73.6,-0.00434829407565098,-0.542410539299809,0.527732558139533,0.702500000000001,0.398452380952378,"M",49
"S006","C9M102.2","V",10,"22",120,1,0.00791622775091845,-4.83976630490463,70.1793333333333,70.146,73.48,-0.00229103496680047,-0.242364970645261,-1.17471982281285,-1.2055,-1.304,"M",49
"S007","A10M117.2","A",10,"10",117,1,0.00618388167729968,-5.08720133744568,74.3305982905983,74.27625,78.7083333333333,0.000663641853501864,0.117045353261762,-2.20064353946707,-2.21309426229507,-5.11202466022138,"F",61
"S007","A11M116.2","A",11,"11",153,0,0.00611745007618951,-5.09758258614898,75.0511111111111,74.9303333333333,74.3,0.000597210252391693,0.106664104558465,-1.48013071895424,-1.55901092896174,-4.39151183970856,"F",61
"S007","A12M116.3","A",12,"36",109,1,0.00545708879890029,-5.21298934820337,73.5316513761468,73.4073913043478,75.5652173913043,-6.31510248975276e-05,-0.00874265749592595,-2.99959045391857,-3.08195295794725,-5.91097157467289,"F",61
"S007","A1M101.3","A",1,"1",147,1,0.00601069257156471,-5.117782230606,74.4052380952381,74.8081481481481,75.7777777777778,0.000490452747766895,0.0864644601014382,-2.12600373482726,-1.68119611414693,-5.03738485558158,"F",61
"S007","A2M106.4","A",2,"2",129,1,0.00566940304174371,-5.17306203208856,75.2834108527132,75.7680952380952,82.3333333333333,0.000149163217945891,0.0311846586188791,-1.24783097735218,-0.721249024199835,-4.15921209810649,"F",61
"S007","A3M104.4","A",3,"3",137,1,0.00598051648411412,-5.11948817893246,70.300802919708,70.2603703703704,71.9259259259259,0.0004602766603163,0.0847585117749832,-6.23043891035732,-6.22897389192471,-9.14182003111164,"F",61
"S007","A4M105.4","A",4,"4",191,1,0.00582089410439659,-5.14652962303221,74.4795287958115,74.4092307692308,74.6153846153846,0.000300654280598773,0.0577170676752319,-2.05171303425384,-2.0801134930643,-4.96309415500815,"F",61
"S007","A5M108.4","A",5,"5",273,1,0.00608561133518609,-5.10295145506683,74.5013553113553,74.5088888888889,75.6666666666667,0.000565371511388276,0.101295235640613,-2.02988651871004,-1.98045537340619,-4.94126763946436,"F",61
"S007","A6M107.3","A",6,"6",159,1,0.00540195210974817,-5.22137653773301,76.2250943396226,76.224375,78.34375,-0.000118287714049649,-0.0171298470255685,-0.306147490442712,-0.264969262295082,-3.21752861119703,"F",61
"S007","A7M111.4","A",7,"7",108,0,0.00537920012222825,-5.22524789943754,70.1686111111111,70.0361904761905,74.2380952380952,-0.000141039701569571,-0.0210012087300999,-6.36263071895424,-6.45315378610459,-9.27401183970855,"F",61
"S007","A8M112.3","A",8,"8",186,1,0.00558525502703743,-5.18840818558875,76.0161290322581,76.005,76.3157894736842,6.50152032396116e-05,0.0158385051186913,-0.515112797807291,-0.484344262295082,-3.4264939185616,"F",61
"S007","A9M113.3","A",9,"9",89,1,0.00601630397597174,-5.11360568324235,72.6123595505618,72.6441176470588,73.8823529411765,0.000496064152173924,0.0906410074650896,-3.91888227950356,-3.84522661523626,-6.83026340025788,"F",61
"S007","B10M102.1","V",5,"29",176,1,0.00545622458624501,-5.21249099369355,73.1851704545455,73.0702857142857,75.6857142857143,-6.40152375528114e-05,-0.00824430298611123,-3.3460713755199,-3.41905854800936,-6.25745249627421,"F",61
"S007","B11M111.1","W",6,"18",602,1,0.00594110252269491,-5.12643832975401,90.4686710963455,78.3185074626866,78.4626865671642,0.000420862698897097,0.0778083609534281,13.9374292662802,1.82916320039149,11.0260481455258,"F",61
"S007","B1M106.1","W",1,"13",70,1,0.00599429321140113,-5.11943917633183,71.6842857142857,71.6784615384615,78.6153846153846,0.000474053387603315,0.0848075143756155,-4.84695611577963,-4.81088272383354,-7.75833723653395,"F",61
"S007","B2M103.1","V",1,"25",250,1,0.00628500554431803,-5.07386339215036,80.2894,80.1459183673469,83.1632653061225,0.000764765720520218,0.130383298557085,3.75815816993465,3.65657410505186,0.846777049180332,"F",61
"S007","B3M107.1","W",2,"14",156,1,0.00562230028297891,-5.18224061576661,73.0765384615385,73.1796774193548,76,0.00010206045918109,0.0220060749408324,-3.45470336852689,-3.30966684294025,-6.36608448928121,"F",61
"S007","B4M109.1","V",2,"26",268,1,0.00626568242649114,-5.07969453626309,85.4240671641791,85.2742592592593,82.0555555555556,0.00074544260269332,0.124552154444347,8.89282533411375,8.78491499696418,5.98144421335944,"F",61
"S007","B5M101.1","V",3,"27",231,1,0.00538258486941842,-5.22625239998681,73.6770995670996,73.3333333333333,79.2857142857143,-0.000137654954379397,-0.022005709279366,-2.85414226296579,-3.15601092896175,-5.76552338372011,"F",61
"S007","B6M108.1","V",4,"28",183,0,0.00547997916715254,-5.20693964718952,72.3565027322404,72.5245945945946,75.2432432432432,-4.02606566452792e-05,-0.0026929564820799,-4.17473909782491,-3.96474966770049,-7.08612021857923,"F",61
"S007","B7M114.2","W",3,"15",112,1,0.00573426010127593,-5.16192471394618,71.18625,71.1647826086956,73.7391304347826,0.000214020277478115,0.0423219767612633,-5.34499183006535,-5.32456165359943,-8.25637295081967,"F",61
"S007","B8M110.1","W",4,"16",235,1,0.00541330520286485,-5.21988293196745,72.8159574468085,72.8353191489362,76.5106382978723,-0.000106934620932963,-0.0156362412600117,-3.71528438325684,-3.65402511335891,-6.62666550401116,"F",61
"S007","B9M115.2","W",5,"17",120,1,0.00579541209716283,-5.15143400923419,79.7388333333333,79.7420833333333,75.0416666666667,0.000275172273365014,0.052812681473247,3.20759150326798,3.25273907103826,0.296210382513664,"F",61
"S007","C10M115.1","W",12,"24",205,1,0.00611328625720611,-5.10335640649564,80.0994634146341,79.52,90.5882352941177,0.000593046433408297,0.100890284211804,3.56822158456879,3.03065573770492,0.656840463814476,"F",61
"S007","C11M113.1","V",11,"35",199,0,0.00636224327923632,-5.06921505053425,72.7766834170854,72.74175,75.45,0.000842003455438506,0.13503164017319,-3.75455841297993,-3.74759426229508,-6.66593953373425,"F",61
"S007","C12M116.1","V",12,"36",152,0,0.00548686583435212,-5.20748006732814,71.4759868421053,71.5126666666667,76.6666666666667,-3.3373989445697e-05,-0.00323337662069534,-5.0552549879601,-4.97667759562842,-7.96663610871441,"F",61
"S007","C1M104.2","W",7,"19",83,1,0.00679536829352743,-4.99247408970794,73.9775903614458,73.9572222222222,82.5555555555556,0.00127512846972962,0.2117726009995,-2.55365146861958,-2.53212204007286,-5.46503258937389,"F",61
"S007","C2M103.2","V",7,"31",151,1,0.00544094369395287,-5.21557092366975,75.4445033112583,75.4513333333333,72.5,-7.92961298449468e-05,-0.0113242329623082,-1.08673851880708,-1.03801092896174,-3.99811963956139,"F",61
"S007","C3M105.1","W",8,"20",80,1,0.00640441394417149,-5.05082467739828,77.3515,77.700625,75.4375,0.000884174120373668,0.15342201330916,0.820258169934647,1.21128073770493,-2.09112295081967,"F",61
"S007","C4M101.2","V",8,"32",193,0,0.00539706245680518,-5.22206971983193,74.559274611399,74.4586842105263,76.9736842105263,-0.000123177366992633,-0.017823029124493,-1.97196721866639,-2.03066005176876,-4.88334833942071,"F",61
"S007","C5M109.2","W",9,"21",90,0,0.00670749700085885,-5.00488937483558,88.5687777777778,88.8077777777778,81.0555555555556,0.00118725717706103,0.199357315871863,12.0375359477124,12.3184335154827,9.12615482695811,"F",61
"S007","C6M114.1","W",10,"22",79,1,0.00647421883528951,-5.04000271225334,94.9326582278481,95.3542857142857,106,0.00095397901149169,0.164243978454104,18.4014163977828,18.8649414519906,15.4900352770284,"F",61
"S007","C7M107.2","W",11,"23",99,1,0.00629594522058442,-5.06817956114434,91.440303030303,91.237,102,0.000775705396786604,0.136067129563102,14.9090612002377,14.7476557377049,11.9976800794834,"F",61
"S007","C8M117.1","V",9,"33",541,0,0.00521846212046049,-5.25591140473137,74.1185027726433,74.1475,76.1574074074074,-0.000301777703337323,-0.0516647140239304,-2.4127390574221,-2.34184426229508,-5.32412017817641,"F",61
"S007","C9M102.2","V",10,"34",160,1,0.00582564670717968,-5.14556020355959,75.152875,75.254375,77,0.000305406883381864,0.0586864871478463,-1.37836683006536,-1.23496926229508,-4.28974795081967,"F",61
"S008","A10M117.2","A",10,"34",122,1,0.00555393359235542,-5.19333833594892,85.5032786885246,85.4852,83.04,0.000382097348091351,0.0747419699751966,4.396434834704,4.30486666666667,1.35327868852458,"F",29
"S008","A11M116.2","A",11,"35",207,0,0.00569032563542999,-5.16916229350784,79.4250241545894,79.4258536585366,81.7560975609756,0.000518489391165914,0.0989180124162692,-1.68181969923123,-1.75447967479676,-4.72497584541064,"F",29
"S008","A12M116.3","A",12,"36",39,1,0.00602514573310154,-5.11183511787236,80.1948717948718,80.0285714285714,84.1428571428571,0.000853309488837471,0.156245188051751,-0.911972058948791,-1.15176190476191,-3.9551282051282,"F",29
